Source URL,Target URL,Link Text,Link Type,Follow Type,HTTP Status,Redirect Chain,Content Type,In Navigation,Link Depth,Link Quality Score
https://www.leica-microsystems.com/,https://www.leica-microsystems.com/company/news/news-details/bvi-iberia-authorized-partner-in-portugal/,,Internal Page,Follow,ERR,,html,No,4,80.00
https://www.leica-microsystems.com/,https://www.leica-microsystems.com/contact/contact-us-online-product-information/,"Product Information
        
          
          I need a demo, configuration or price info.",Internal Page,Follow,ERR,,html,No,2,100.00
https://www.leica-microsystems.com/,https://www.leica-microsystems.com/contact/contact-us-online-service-support/,"Service & Repair
        
          
          I need repair, technical service, spare parts or service contract.",Internal Page,Follow,ERR,,html,No,2,100.00
https://www.leica-microsystems.com/,https://www.leica-microsystems.com/contact/contact-us-online-application-support/,"Application Support
        
          
          I need assistance/training in how to operate my system properly, or how to run a specific application with my system.",Internal Page,Follow,ERR,,html,No,2,100.00
https://www.leica-microsystems.com/,https://www.leica-microsystems.com/company/imprint/,Imprint,Internal Page,Follow,ERR,,html,No,2,100.00
https://www.leica-microsystems.com/,https://www.leica-microsystems.com/company/cookie-notice/,Cookie Notice,Internal Page,Follow,ERR,,html,No,2,100.00
https://www.leica-microsystems.com/,https://www.leica-microsystems.com/company/privacy-policy/,Privacy Policy,Internal Page,Follow,ERR,,html,No,2,100.00
https://www.leica-microsystems.com/,https://www.leica-microsystems.com/company/do-not-sell-or-share-my-data/,Do Not Sell or Share my Data,Internal Page,Follow,ERR,,html,No,2,100.00
https://www.leica-microsystems.com/,https://www.leica-microsystems.com/company/terms-of-use/,Terms of Use,Internal Page,Follow,ERR,,html,No,2,100.00
https://www.leica-microsystems.com/science-lab/,https://www.leica-microsystems.com/shop/,Online Shop,Internal Page,Follow,ERR,,html,No,1,100.00
https://www.leica-microsystems.com/science-lab/,https://www.leica-microsystems.com/,Leica Microsystems Logo,Internal Page,Follow,ERR,,html,No,0,100.00
https://www.leica-microsystems.com/science-lab/,https://www.leica-microsystems.com/products/,Products,Internal Page,Follow,ERR,,html,No,1,100.00
https://www.leica-microsystems.com/science-lab/,https://www.leica-microsystems.com/products/atto-tec-consumables/,ATTO-TEC Consumables,Internal Page,Follow,ERR,,html,No,2,100.00
