severity,file,line,kind,target,note
MUST-FIX,CLAUDE.md,181,backtick-path,"../lib/prompts.js","resolved=../lib/prompts.js"
MUST-FIX,LEARNINGS.md,46,backtick-path,"/zebedee.html","resolved=zebedee.html"
MUST-FIX,LEARNINGS.md,136,backtick-path,"mx-reginald/audit/scripts/repair-report.js","resolved=mx-reginald/audit/scripts/repair-report.js"
MUST-FIX,LEARNINGS.md,174,backtick-path,"mx-reginald/audit/scripts/bin/mx.pdf.sh","resolved=mx-reginald/audit/scripts/bin/mx.pdf.sh"
MUST-FIX,LEARNINGS.md,214,backtick-path,"/styles/foo.css","resolved=styles/foo.css"
MUST-FIX,LEARNINGS.md,236,backtick-path,"scripts/mx-validator.js","resolved=scripts/mx-validator.js"
MUST-FIX,LEARNINGS.md,266,backtick-path,"scripts/rewrite-report.js","resolved=scripts/rewrite-report.js"
MUST-FIX,LEARNINGS.md,288,backtick-path,"bin/infill-report.js","resolved=bin/infill-report.js"
MUST-FIX,LEARNINGS.md,316,backtick-path,"lib/api-retry.js","resolved=lib/api-retry.js"
MUST-FIX,LEARNINGS.md,324,backtick-path,"mx-reginald/audit/scripts/bin/mx.pdf.sh","resolved=mx-reginald/audit/scripts/bin/mx.pdf.sh"
MUST-FIX,LEARNINGS.md,360,backtick-path,"../css/mx-unified.css","resolved=../css/mx-unified.css"
MUST-FIX,LEARNINGS.md,360,backtick-path,"../../js/app.js","resolved=../../js/app.js"
MUST-FIX,mx-canon/mx-maxine-lives/management/changelog-archives/changelog-archive-2026-05-26.md,386,absolute-fs,"/Users/tomcranstoun/.claude/plans/we-use-the-203-000-pure-firefly.md","absolute filesystem path in repo content"
MUST-FIX,REMINDERS.md,77,backtick-path,"scripts/mx-validator.js","resolved=scripts/mx-validator.js"
MUST-FIX,REMINDERS.md,200,backtick-path,"mx-outputs/brand/mx-community-brand-guide.html","resolved=mx-outputs/brand/mx-community-brand-guide.html"
MUST-FIX,REMINDERS.md,204,backtick-path,"scripts/bin/build-mx-pdf-inspector-tarball.sh","resolved=scripts/bin/build-mx-pdf-inspector-tarball.sh"
MUST-FIX,REMINDERS.md,252,backtick-path,"mx-protocols/protocols/chapter-00/chapter-00-protocols.md","resolved=mx-protocols/protocols/chapter-00/chapter-00-protocols.md"
MUST-FIX,REMINDERS.md,313,backtick-path,"mx-outputs/mx-site/blog/drafts/what-a-newborn-llm-wants-from-a-cog.html","resolved=mx-outputs/mx-site/blog/drafts/what-a-newborn-llm-wants-from-a-cog.html"
MUST-FIX,REMINDERS.md,327,backtick-path,"mx-reginald/audit/bin/generate-template-contract.js","resolved=mx-reginald/audit/bin/generate-template-contract.js"
MUST-FIX,REMINDERS.md,337,backtick-path,"scripts/check-runbook-scripts.js","resolved=scripts/check-runbook-scripts.js"
MUST-FIX,REMINDERS.md,344,backtick-path,"scripts/check-sitemap.js","resolved=scripts/check-sitemap.js"
MUST-FIX,REMINDERS.md,370,backtick-path,"bin/check-egress.js","resolved=bin/check-egress.js"
MUST-FIX,REMINDERS.md,404,backtick-path,"mx-collaboration/proposals/reginald-language-redirect.md","resolved=mx-collaboration/proposals/reginald-language-redirect.md"
MUST-FIX,REMINDERS.md,420,backtick-path,"scripts/mx-validator.js","resolved=scripts/mx-validator.js"
MUST-FIX,REMINDERS.md,438,backtick-path,"/AI-USAGE.json","resolved=AI-USAGE.json"
MUST-FIX,REMINDERS.md,438,backtick-path,"scripts/derive-ai-usage-json.cjs","resolved=scripts/derive-ai-usage-json.cjs"
MUST-FIX,REMINDERS.md,482,backtick-path,"mx-outputs/mx-site/learn/provenance-and-the-ai-acts.html","resolved=mx-outputs/mx-site/learn/provenance-and-the-ai-acts.html"
MUST-FIX,UBERCOG.cog.md,293,backtick-path,"mx-crm/INTERACTIONS.md","resolved=mx-crm/INTERACTIONS.md"
MUST-FIX,UBERCOG.cog.md,293,backtick-path,"mx-crm/TASKS.md","resolved=mx-crm/TASKS.md"
HIGH,.claude/skills/_mx-c-template/skill.md,27,backtick-path,"scripts/cogs/blog-post.cog.md","resolved=.claude/skills/_mx-c-template/scripts/cogs/blog-post.cog.md"
HIGH,.claude/skills/audit-access/skill.md,118,backtick-path,"mx-reginald/audit/bin/infill-report.js","resolved=.claude/skills/audit-access/mx-reginald/audit/bin/infill-report.js"
HIGH,.claude/skills/audit-collect/skill.md,23,backtick-path,"scripts/audit-pipeline.js","resolved=.claude/skills/audit-collect/scripts/audit-pipeline.js"
HIGH,.claude/skills/audit-collect/skill.md,367,backtick-path,".claude/hooks/cloudflare-cache-purge.sh","resolved=.claude/skills/audit-collect/.claude/hooks/cloudflare-cache-purge.sh"
HIGH,.claude/skills/audit-collect/skill.md,373,backtick-path,"bin/check-egress.js","resolved=.claude/skills/audit-collect/bin/check-egress.js"
HIGH,.claude/skills/audit-collect/skill.md,401,backtick-path,"mx-reginald/audit/bin/prune-cache.js","resolved=.claude/skills/audit-collect/mx-reginald/audit/bin/prune-cache.js"
HIGH,.claude/skills/audit-collect/skill.md,512,backtick-path,"mx-reginald/audit/bin/error-page-test.js","resolved=.claude/skills/audit-collect/mx-reginald/audit/bin/error-page-test.js"
HIGH,.claude/skills/audit-collect/skill.md,650,backtick-path,"mx-reginald/audit/bin/provenance-gap.js","resolved=.claude/skills/audit-collect/mx-reginald/audit/bin/provenance-gap.js"
HIGH,.claude/skills/audit-collect/skill.md,650,backtick-path,"mx-reginald/audit/scripts/check-report-provenance-gap.js","resolved=.claude/skills/audit-collect/mx-reginald/audit/scripts/check-report-provenance-gap.js"
HIGH,.claude/skills/audit-collect/skill.md,652,backtick-path,"mx-reginald/audit/bin/provenance-gap-llm.js","resolved=.claude/skills/audit-collect/mx-reginald/audit/bin/provenance-gap-llm.js"
HIGH,.claude/skills/audit-collect/skill.md,726,backtick-path,"mx-reginald/audit/src/utils/reports.js","resolved=.claude/skills/audit-collect/mx-reginald/audit/src/utils/reports.js"
HIGH,.claude/skills/audit-collect/skill.md,728,backtick-path,"mx-reginald/audit/src/collectors/aiAttributionCollector.js","resolved=.claude/skills/audit-collect/mx-reginald/audit/src/collectors/aiAttributionCollector.js"
HIGH,.claude/skills/audit-discovery/skill.md,182,backtick-path,"mx-reginald/audit/src/utils/robotsTxtParser.js","resolved=.claude/skills/audit-discovery/mx-reginald/audit/src/utils/robotsTxtParser.js"
HIGH,.claude/skills/audit-discovery/skill.md,215,backtick-path,"/.well-known/agent-card.json","resolved=.well-known/agent-card.json"
HIGH,.claude/skills/audit-discovery/skill.md,216,backtick-path,"/.well-known/ai-plugin.json","resolved=.well-known/ai-plugin.json"
HIGH,.claude/skills/audit-discovery/skill.md,217,backtick-path,"/.well-known/mcp-server-card.json","resolved=.well-known/mcp-server-card.json"
HIGH,.claude/skills/audit-discovery/skill.md,218,backtick-path,"/.well-known/api-catalog.json","resolved=.well-known/api-catalog.json"
HIGH,.claude/skills/audit-discovery/skill.md,230,backtick-path,"/.well-known/agent-card.json","resolved=.well-known/agent-card.json"
HIGH,.claude/skills/audit-discovery/skill.md,236,backtick-path,"/.well-known/agent-card.json","resolved=.well-known/agent-card.json"
HIGH,.claude/skills/audit-pdf-access/skill.md,106,backtick-path,"../../scripts/audit-pdf-access.cjs","resolved=.claude/scripts/audit-pdf-access.cjs"
HIGH,.claude/skills/audit-readability/skill.md,119,backtick-path,"scripts/check-report-readability.js","resolved=.claude/skills/audit-readability/scripts/check-report-readability.js"
HIGH,.claude/skills/audit-readability/skill.md,120,backtick-path,".claude/hooks/pre-write-readability.sh","resolved=.claude/skills/audit-readability/.claude/hooks/pre-write-readability.sh"
HIGH,.claude/skills/audit-report/skill.md,20,backtick-path,"mx-reginald/audit/bin/infill-report.js","resolved=.claude/skills/audit-report/mx-reginald/audit/bin/infill-report.js"
HIGH,.claude/skills/audit-report/skill.md,43,backtick-path,"scripts/check-report-readability.js","resolved=.claude/skills/audit-report/scripts/check-report-readability.js"
HIGH,.claude/skills/audit-report/skill.md,44,backtick-path,"scripts/validate-report-frontmatter.js","resolved=.claude/skills/audit-report/scripts/validate-report-frontmatter.js"
HIGH,.claude/skills/audit-report/skill.md,44,backtick-path,"mx-canon/ssot/fields-data.yaml","resolved=.claude/skills/audit-report/mx-canon/ssot/fields-data.yaml"
HIGH,.claude/skills/audit-report/skill.md,45,backtick-path,"scripts/verify-audit-report.js","resolved=.claude/skills/audit-report/scripts/verify-audit-report.js"
HIGH,.claude/skills/audit-report/skill.md,46,backtick-path,"scripts/audit-fierce-critic.js","resolved=.claude/skills/audit-report/scripts/audit-fierce-critic.js"
HIGH,.claude/skills/audit-report/skill.md,47,backtick-path,"scripts/check-template-leaks.js","resolved=.claude/skills/audit-report/scripts/check-template-leaks.js"
HIGH,.claude/skills/audit-report/skill.md,47,backtick-path,"mx-reginald/audit/templates/web-audit-suite-template.md","resolved=.claude/skills/audit-report/mx-reginald/audit/templates/web-audit-suite-template.md"
HIGH,.claude/skills/audit-report/skill.md,55,backtick-path,"mx-reginald/audit/lib/scoring-methodology.json","resolved=.claude/skills/audit-report/mx-reginald/audit/lib/scoring-methodology.json"
HIGH,.claude/skills/audit-report/skill.md,57,backtick-path,"mx-reginald/audit/lib/scoring-methodology.json","resolved=.claude/skills/audit-report/mx-reginald/audit/lib/scoring-methodology.json"
HIGH,.claude/skills/audit-report/skill.md,57,backtick-path,"tests/test-scoring-methodology-fresh.js","resolved=.claude/skills/audit-report/tests/test-scoring-methodology-fresh.js"
HIGH,.claude/skills/audit-report/skill.md,59,backtick-path,"scripts/verify-audit-report.js","resolved=.claude/skills/audit-report/scripts/verify-audit-report.js"
HIGH,.claude/skills/audit-report/skill.md,67,backtick-path,"mx-reginald/audit/templates/web-audit-suite-template.md","resolved=.claude/skills/audit-report/mx-reginald/audit/templates/web-audit-suite-template.md"
HIGH,.claude/skills/audit-report/skill.md,69,backtick-path,"scripts/verify-audit-report.js","resolved=.claude/skills/audit-report/scripts/verify-audit-report.js"
HIGH,.claude/skills/audit-report/skill.md,80,backtick-path,"mx-reginald/audit/templates/web-audit-suite-template.md","resolved=.claude/skills/audit-report/mx-reginald/audit/templates/web-audit-suite-template.md"
HIGH,.claude/skills/audit-report/skill.md,99,backtick-path,"mx-reginald/audit/templates/web-audit-suite-template.md","resolved=.claude/skills/audit-report/mx-reginald/audit/templates/web-audit-suite-template.md"
HIGH,.claude/skills/audit-report/skill.md,100,backtick-path,"mx-reginald/audit/templates/ecommerce-audit-template.md","resolved=.claude/skills/audit-report/mx-reginald/audit/templates/ecommerce-audit-template.md"
HIGH,.claude/skills/audit-report/skill.md,534,backtick-path,"mx-reginald/audit/bin/slowest-page-probe.js","resolved=.claude/skills/audit-report/mx-reginald/audit/bin/slowest-page-probe.js"
HIGH,.claude/skills/audit-report/skill.md,592,backtick-path,"mx-reginald/audit/bin/json-feed-check.js","resolved=.claude/skills/audit-report/mx-reginald/audit/bin/json-feed-check.js"
HIGH,.claude/skills/audit-report/skill.md,620,backtick-path,"mx-reginald/audit/bin/hostile-ux-check.js","resolved=.claude/skills/audit-report/mx-reginald/audit/bin/hostile-ux-check.js"
HIGH,.claude/skills/audit-report/skill.md,744,backtick-path,"/.well-known/ai-plugin.json","resolved=.well-known/ai-plugin.json"
HIGH,.claude/skills/audit-report/skill.md,744,backtick-path,"/.well-known/agent-card.json","resolved=.well-known/agent-card.json"
HIGH,.claude/skills/audit-report/skill.md,745,backtick-path,"/.well-known/mcp-server-card.json","resolved=.well-known/mcp-server-card.json"
HIGH,.claude/skills/audit-report/skill.md,745,backtick-path,"/.well-known/api-catalog.json","resolved=.well-known/api-catalog.json"
HIGH,.claude/skills/audit-report/skill.md,747,backtick-path,"/.well-known/assetlinks.json","resolved=.well-known/assetlinks.json"
HIGH,.claude/skills/audit-report/skill.md,771,backtick-path,"src/main.js","resolved=.claude/skills/audit-report/src/main.js"
HIGH,.claude/skills/audit-report/skill.md,790,backtick-path,"mx-reginald/audit/src/utils/platformFingerprint.js","resolved=.claude/skills/audit-report/mx-reginald/audit/src/utils/platformFingerprint.js"
HIGH,.claude/skills/audit-report/skill.md,791,backtick-path,"mx-reginald/audit/data/platform-rates.json","resolved=.claude/skills/audit-report/mx-reginald/audit/data/platform-rates.json"
HIGH,.claude/skills/audit-report/skill.md,1204,backtick-path,"mx-reginald/audit/src/collectors/llmCollector.js","resolved=.claude/skills/audit-report/mx-reginald/audit/src/collectors/llmCollector.js"
HIGH,.claude/skills/audit-report/skill.md,1331,backtick-path,"mx-reginald/audit/bin/infill-report.js","resolved=.claude/skills/audit-report/mx-reginald/audit/bin/infill-report.js"
HIGH,.claude/skills/audit-report/skill.md,1350,backtick-path,"mx-reginald/audit/bin/verify-skeleton.js","resolved=.claude/skills/audit-report/mx-reginald/audit/bin/verify-skeleton.js"
HIGH,.claude/skills/audit-report/skill.md,1595,backtick-path,"scripts/lib/frontmatter-validator.js","resolved=.claude/skills/audit-report/scripts/lib/frontmatter-validator.js"
HIGH,.claude/skills/audit-report/skill.md,1598,backtick-path,"mx-canon/ssot/fields-data.yaml","resolved=.claude/skills/audit-report/mx-canon/ssot/fields-data.yaml"
HIGH,.claude/skills/audit-report/skill.md,1598,backtick-path,"scripts/cog-field-rules.js","resolved=.claude/skills/audit-report/scripts/cog-field-rules.js"
HIGH,.claude/skills/audit-report/skill.md,1599,backtick-path,"scripts/lib/frontmatter-validator.js","resolved=.claude/skills/audit-report/scripts/lib/frontmatter-validator.js"
HIGH,.claude/skills/audit-report/skill.md,1885,backtick-path,"mx-reginald/audit/scripts/build-vendor-dom-inventory.js","resolved=.claude/skills/audit-report/mx-reginald/audit/scripts/build-vendor-dom-inventory.js"
HIGH,.claude/skills/audit-report/skill.md,1920,backtick-path,"scripts/verify-audit-report.js","resolved=.claude/skills/audit-report/scripts/verify-audit-report.js"
HIGH,.claude/skills/audit-report/skill.md,1922,backtick-path,"scripts/audit-llm-judgment.prompt.md","resolved=.claude/skills/audit-report/scripts/audit-llm-judgment.prompt.md"
HIGH,.claude/skills/audit-report/skill.md,2114,backtick-path,"scripts/bin/mx.pdf.sh","resolved=.claude/skills/audit-report/scripts/bin/mx.pdf.sh"
HIGH,.claude/skills/audit-report/skill.md,2160,backtick-path,"scripts/verify-audit-report.js","resolved=.claude/skills/audit-report/scripts/verify-audit-report.js"
HIGH,.claude/skills/audit-report/skill.md,2164,backtick-path,"scripts/verify-audit-report.js","resolved=.claude/skills/audit-report/scripts/verify-audit-report.js"
HIGH,.claude/skills/audit-scores/skill.md,430,backtick-path,"mx-reginald/audit/src/utils/reportUtils/llmReports.js","resolved=.claude/skills/audit-scores/mx-reginald/audit/src/utils/reportUtils/llmReports.js"
HIGH,.claude/skills/audit-scores/skill.md,444,backtick-path,"/zebedee.html","resolved=zebedee.html"
HIGH,.claude/skills/audit-site/skill.md,79,backtick-path,"scripts/audit-llm-phase2.js","resolved=.claude/skills/audit-site/scripts/audit-llm-phase2.js"
HIGH,.claude/skills/audit-site/skill.md,81,backtick-path,"mx-reginald/audit/scripts/repair-report-unified.js","resolved=.claude/skills/audit-site/mx-reginald/audit/scripts/repair-report-unified.js"
HIGH,.claude/skills/audit-site/skill.md,93,backtick-path,"scripts/audit-pipeline.js","resolved=.claude/skills/audit-site/scripts/audit-pipeline.js"
HIGH,.claude/skills/audit-site/skill.md,115,backtick-path,"/.well-known/agent-card.json","resolved=.well-known/agent-card.json"
HIGH,.claude/skills/audit-site/skill.md,117,backtick-path,"/agents.json","resolved=agents.json"
HIGH,.claude/skills/audit-site/skill.md,117,backtick-path,"/.well-known/agents.json","resolved=.well-known/agents.json"
HIGH,.claude/skills/audit-site/skill.md,143,backtick-path,"scripts/verify-audit-report.js","resolved=.claude/skills/audit-site/scripts/verify-audit-report.js"
HIGH,.claude/skills/audit-site/skill.md,143,backtick-path,"scripts/audit-fierce-critic.js","resolved=.claude/skills/audit-site/scripts/audit-fierce-critic.js"
HIGH,.claude/skills/audit-site/skill.md,143,backtick-path,"scripts/audit-llm-judgment.js","resolved=.claude/skills/audit-site/scripts/audit-llm-judgment.js"
HIGH,.claude/skills/audit-site/skill.md,158,backtick-path,"scripts/audit-pipeline.js","resolved=.claude/skills/audit-site/scripts/audit-pipeline.js"
HIGH,.claude/skills/audit-site/skill.md,222,backtick-path,"scripts/verify-audit-report.js","resolved=.claude/skills/audit-site/scripts/verify-audit-report.js"
HIGH,.claude/skills/audit-site/skill.md,259,backtick-path,"scripts/verify-audit-report.js","resolved=.claude/skills/audit-site/scripts/verify-audit-report.js"
HIGH,.claude/skills/audit-site/skill.md,269,backtick-path,"scripts/build-benchmark-dataset.js","resolved=.claude/skills/audit-site/scripts/build-benchmark-dataset.js"
HIGH,.claude/skills/audit-site/skill.md,271,backtick-path,"mx-reginald/audit/lib/scoring-methodology.json","resolved=.claude/skills/audit-site/mx-reginald/audit/lib/scoring-methodology.json"
HIGH,.claude/skills/audit-site/skill.md,271,backtick-path,"tests/test-scoring-methodology-fresh.js","resolved=.claude/skills/audit-site/tests/test-scoring-methodology-fresh.js"
HIGH,.claude/skills/cog-author/skill.md,3,backtick-path,"scripts/cogs/how-to-write-a-cog.cog.md","resolved=.claude/skills/cog-author/scripts/cogs/how-to-write-a-cog.cog.md"
HIGH,.claude/skills/cog-author/skill.md,8,backtick-path,"scripts/cogs/how-to-write-a-cog.cog.md","resolved=.claude/skills/cog-author/scripts/cogs/how-to-write-a-cog.cog.md"
HIGH,.claude/skills/cog-author/skill.md,20,backtick-path,"scripts/cogs/how-to-write-a-cog.cog.md","resolved=.claude/skills/cog-author/scripts/cogs/how-to-write-a-cog.cog.md"
HIGH,.claude/skills/cog-author/skill.md,42,backtick-path,"datalake/knowledge/system/adding-an-mx-field.cog.md","resolved=.claude/skills/cog-author/datalake/knowledge/system/adding-an-mx-field.cog.md"
HIGH,.claude/skills/cog-author/skill.md,48,backtick-path,"scripts/cogs/how-to-write-a-cog.cog.md","resolved=.claude/skills/cog-author/scripts/cogs/how-to-write-a-cog.cog.md"
HIGH,.claude/skills/cog-author/skill.md,49,backtick-path,"scripts/cogs/what-is-a-cog.cog.md","resolved=.claude/skills/cog-author/scripts/cogs/what-is-a-cog.cog.md"
HIGH,.claude/skills/cog-author/skill.md,50,backtick-path,"scripts/cogs/building-action-docs.cog.md","resolved=.claude/skills/cog-author/scripts/cogs/building-action-docs.cog.md"
HIGH,.claude/skills/cog-author/skill.md,51,backtick-path,"mx-shared-gathering/draft-cogs.md","resolved=.claude/skills/cog-author/mx-shared-gathering/draft-cogs.md"
HIGH,.claude/skills/cog-author/skill.md,52,backtick-path,"mx-canon/ssot/fields-data.yaml","resolved=.claude/skills/cog-author/mx-canon/ssot/fields-data.yaml"
HIGH,.claude/skills/cog-author/skill.md,53,backtick-path,"datalake/registries/vocabulary.md","resolved=.claude/skills/cog-author/datalake/registries/vocabulary.md"
HIGH,.claude/skills/completion-report/skill.md,190,backtick-path,"mx-outputs/md/reports/completions/2026-02-04/web-audit-suite-completion.md","resolved=.claude/skills/completion-report/mx-outputs/md/reports/completions/2026-02-04/web-audit-suite-completion.md"
HIGH,.claude/skills/content-workflow/examples.md,927,md-link,"../content-workflow.json","resolved=.claude/skills/content-workflow.json"
HIGH,.claude/skills/content-workflow/examples.md,928,md-link,"../../datalake/knowledge/manuals/content-registry.md","resolved=.claude/datalake/knowledge/manuals/content-registry.md"
HIGH,.claude/skills/content-workflow/examples.md,929,md-link,"../../scripts/README-demo-server.md","resolved=.claude/scripts/README-demo-server.md"
HIGH,.claude/skills/content-workflow/README.md,361,md-link,"../content-workflow.json","resolved=.claude/skills/content-workflow.json"
HIGH,.claude/skills/content-workflow/skill.md,66,backtick-path,"datalake/registries/content/content-registry.json","resolved=.claude/skills/content-workflow/datalake/registries/content/content-registry.json"
HIGH,.claude/skills/content-workflow/skill.md,811,md-link,"../../datalake/knowledge/manuals/content-registry.md","resolved=.claude/datalake/knowledge/manuals/content-registry.md"
HIGH,.claude/skills/content-workflow/skill.md,812,md-link,"../../datalake/knowledge/manuals/deployment-architecture.md","resolved=.claude/datalake/knowledge/manuals/deployment-architecture.md"
HIGH,.claude/skills/content-workflow/skill.md,813,md-link,"../../datalake/manuscripts/mx-books/mx-appendices/appendix-p-content-generation-workflow.md","resolved=.claude/datalake/manuscripts/mx-books/mx-appendices/appendix-p-content-generation-workflow.md"
HIGH,.claude/skills/content-workflow/skill.md,816,md-link,"../../scripts/README-demo-server.md","resolved=.claude/scripts/README-demo-server.md"
HIGH,.claude/skills/content-workflow/skill.md,817,md-link,"../../scripts/","resolved=.claude/scripts"
HIGH,.claude/skills/content-workflow/skill.md,902,md-link,"../content-workflow.json","resolved=.claude/skills/content-workflow.json"
HIGH,.claude/skills/create-slides/skill.md,456,backtick-path,".claude/skills/create-slides/templates/mx-business-theme.json","resolved=.claude/skills/create-slides/.claude/skills/create-slides/templates/mx-business-theme.json"
HIGH,.claude/skills/create-slides/skill.md,484,backtick-path,".claude/skills/create-slides/templates/mx-technical-theme.json","resolved=.claude/skills/create-slides/.claude/skills/create-slides/templates/mx-technical-theme.json"
HIGH,.claude/skills/create-slides/skill.md,506,backtick-path,".claude/skills/create-slides/templates/mx-educational-theme.json","resolved=.claude/skills/create-slides/.claude/skills/create-slides/templates/mx-educational-theme.json"
HIGH,.claude/skills/create-slides/skill.md,534,backtick-path,"mx-maxine-app/src/assets/mx-logo.svg","resolved=.claude/skills/create-slides/mx-maxine-app/src/assets/mx-logo.svg"
HIGH,.claude/skills/create-slides/skill.md,985,backtick-path,"mx-maxine-app/src/assets/mx-logo.svg","resolved=.claude/skills/create-slides/mx-maxine-app/src/assets/mx-logo.svg"
HIGH,.claude/skills/create-slides/skill.md,1064,md-link,"../create-slides.json","resolved=.claude/skills/create-slides.json"
HIGH,.claude/skills/create-slides/skill.md,1066,md-link,"examples.md","resolved=.claude/skills/create-slides/examples.md"
HIGH,.claude/skills/create-slides/skill.md,1076,md-link,"../create-slides.json","resolved=.claude/skills/create-slides.json"
HIGH,.claude/skills/html-writer/skill.md,10,backtick-path,"mx-outputs/brand/mx-brand-guide.html","resolved=.claude/skills/html-writer/mx-outputs/brand/mx-brand-guide.html"
HIGH,.claude/skills/html-writer/skill.md,47,backtick-path,"../js/app.js","resolved=.claude/skills/js/app.js"
HIGH,.claude/skills/html-writer/skill.md,47,backtick-path,"../../js/app.js","resolved=.claude/js/app.js"
HIGH,.claude/skills/html-writer/skill.md,47,backtick-path,"../../js/app.js","resolved=.claude/js/app.js"
HIGH,.claude/skills/html-writer/skill.md,63,backtick-path,"scripts/cogs/blog-post.cog.md","resolved=.claude/skills/html-writer/scripts/cogs/blog-post.cog.md"
HIGH,.claude/skills/html-writer/skill.md,79,backtick-path,"mx-outputs/mx-site/css/mx-unified.css","resolved=.claude/skills/html-writer/mx-outputs/mx-site/css/mx-unified.css"
HIGH,.claude/skills/html-writer/skill.md,79,backtick-path,"mx-outputs/mx-site/css/mx-blog.css","resolved=.claude/skills/html-writer/mx-outputs/mx-site/css/mx-blog.css"
HIGH,.claude/skills/html-writer/skill.md,82,backtick-path,"mx-outputs/mx-site/js/app.js","resolved=.claude/skills/html-writer/mx-outputs/mx-site/js/app.js"
HIGH,.claude/skills/html-writer/skill.md,83,backtick-path,"mx-outputs/mx-site/blog/sitemap.xml","resolved=.claude/skills/html-writer/mx-outputs/mx-site/blog/sitemap.xml"
HIGH,.claude/skills/html-writer/skill.md,118,backtick-path,"../css/mx-blog.css","resolved=.claude/skills/css/mx-blog.css"
HIGH,.claude/skills/html-writer/skill.md,149,backtick-path,"../css/mx-blog.css","resolved=.claude/skills/css/mx-blog.css"
HIGH,.claude/skills/html-writer/skill.md,153,backtick-path,"mx-outputs/mx-site/css/mx-blog.css","resolved=.claude/skills/html-writer/mx-outputs/mx-site/css/mx-blog.css"
HIGH,.claude/skills/html-writer/skill.md,208,backtick-path,"datalake/registries/vocabulary.md","resolved=.claude/skills/html-writer/datalake/registries/vocabulary.md"
HIGH,.claude/skills/html-writer/skill.md,453,backtick-path,"/AI-USAGE.json","resolved=AI-USAGE.json"
HIGH,.claude/skills/html-writer/skill.md,463,backtick-path,"/X.html","resolved=X.html"
HIGH,.claude/skills/html-writer/skill.md,476,backtick-path,"scripts/spell-sweep.sh","resolved=.claude/skills/html-writer/scripts/spell-sweep.sh"
HIGH,.claude/skills/html-writer/skill.md,548,backtick-path,"mx-outputs/mx-site/css/mx-blog.css","resolved=.claude/skills/html-writer/mx-outputs/mx-site/css/mx-blog.css"
HIGH,.claude/skills/humanizer/skill.md,16,backtick-path,"mx-canon/ssot/writing-guides/writing-style.md","resolved=.claude/skills/humanizer/mx-canon/ssot/writing-guides/writing-style.md"
HIGH,.claude/skills/humanizer/skill.md,44,backtick-path,"mx-canon/ssot/writing-guides/writing-style.md","resolved=.claude/skills/humanizer/mx-canon/ssot/writing-guides/writing-style.md"
HIGH,.claude/skills/INDEX.md,13,backtick-path,"scripts/cogs/how-to-write-a-cog.cog.md","resolved=.claude/skills/scripts/cogs/how-to-write-a-cog.cog.md"
HIGH,.claude/skills/INDEX.md,79,backtick-path,"mx-canon/ssot/writing-guides/writing-style.md","resolved=.claude/skills/mx-canon/ssot/writing-guides/writing-style.md"
HIGH,.claude/skills/INDEX.md,93,backtick-path,"mx-crm/outreach/templates/INDEX-IMPROVED-TEMPLATES.md","resolved=.claude/skills/mx-crm/outreach/templates/INDEX-IMPROVED-TEMPLATES.md"
HIGH,.claude/skills/INDEX.md,94,backtick-path,"mx-reginald/audit/INTEGRATION-CHECKLIST.md","resolved=.claude/skills/mx-reginald/audit/INTEGRATION-CHECKLIST.md"
HIGH,.claude/skills/INDEX.md,102,backtick-path,".claude/settings.json","resolved=.claude/skills/.claude/settings.json"
HIGH,.claude/skills/manuscript-propagate/skill.md,117,backtick-path,"datalake/manuscripts/mx-books/free-book/chapter-00/chapter-00-free.md","resolved=.claude/skills/manuscript-propagate/datalake/manuscripts/mx-books/free-book/chapter-00/chapter-00-free.md"
HIGH,.claude/skills/manuscript-propagate/skill.md,318,backtick-path,".claude/hooks/published-manuscript-guard.sh","resolved=.claude/skills/manuscript-propagate/.claude/hooks/published-manuscript-guard.sh"
HIGH,.claude/skills/manuscript-propagate/skill.md,328,backtick-path,".claude/skills/humanizer/skill.md","resolved=.claude/skills/manuscript-propagate/.claude/skills/humanizer/skill.md"
HIGH,.claude/skills/manuscript-propagate/skill.md,329,backtick-path,".claude/skills/step-commit/skill.md","resolved=.claude/skills/manuscript-propagate/.claude/skills/step-commit/skill.md"
HIGH,.claude/skills/manuscript-propagate/skill.md,330,backtick-path,".claude/skills/mx-add-field/skill.md","resolved=.claude/skills/manuscript-propagate/.claude/skills/mx-add-field/skill.md"
HIGH,.claude/skills/manuscript-propagate/skill.md,331,backtick-path,"mx-canon/ssot/writing-guides/writing-style.md","resolved=.claude/skills/manuscript-propagate/mx-canon/ssot/writing-guides/writing-style.md"
HIGH,.claude/skills/manuscript-propagate/skill.md,332,backtick-path,".claude/hooks/published-manuscript-guard.sh","resolved=.claude/skills/manuscript-propagate/.claude/hooks/published-manuscript-guard.sh"
HIGH,.claude/skills/manuscript-propagate/skill.md,333,backtick-path,"mx-outputs/md/reports/directors/session/2026-05-27-evening-report.md","resolved=.claude/skills/manuscript-propagate/mx-outputs/md/reports/directors/session/2026-05-27-evening-report.md"
HIGH,.claude/skills/md-writer/skill.md,187,backtick-path,"mx-reginald/audit/lib/sanitise-prose.js","resolved=.claude/skills/md-writer/mx-reginald/audit/lib/sanitise-prose.js"
HIGH,.claude/skills/md-writer/skill.md,191,backtick-path,"scripts/spell-sweep.sh","resolved=.claude/skills/md-writer/scripts/spell-sweep.sh"
HIGH,.claude/skills/md-writer/skill.md,215,md-link,"url","resolved=.claude/skills/md-writer/url"
